SAMPLE_NAME,PI_LAST_NAME,PI_FIRST_NAME,ORGANISM,STRAIN,EXP_DATE,EXP_GROWTH_MEDIUM,EXP_MODIF_GROWTH,EXP_TEMPERATURE,EXP_SALINITY,EXP_PH,EXP_LIGHT,EXP_DAY_PORTION_OF_DAY,EXP_NIGHT_PORTION_OF_DAY,EXP_NITRATE,EXP_AMMONIUM,EXP_PHOSPHATE,EXP_SILICATE,EXP_DISSOLVED_OXYGEN,EXP_TOTAL_FE,EXP_DOC,EXP_LIST_AA_AND_CONCENTRATIONS,EXP_TRACE_ELEMENTS_TOTAL,EXP_CO2_PPM,EXP_UREA,EXP_PREY_ORGANISM,ENV_LATITUDE,ENV_LONGITUDE,ENV_DEPTH,ENV_ELEVATION,ENV_SALINITY,ENV_TEMPERATURE,ENV_PH,ENV_COLLECTION_DATE,ENV_COLLECTION_TIME,GEO_LOC_NAME,BIOME,HABITAT_DESCRIPTION,CAMERA_SAMPLE_ACC,CLONAL,AXENIC
MMETSP0271,Wawrik/Sinclair,Boris/Geoff,Scrippsiella trochoidea,CCMP3099,01-AUG-11,L1,none,22,32,8.2,60,12,12,0,0,60,0,,,,,1170,,,none,27.3122,82.601,,,,,,,,,,coastal,CAM_SMPL_002488,0,0
MMETSP0933,Piganeau,Gwenael,Ostreococcus prasinos,BCC99000,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,,3807.6,,0,,3.6,43.4,0,,,15,8,23-MAR-09,,Mediterranean Sea,Acquatic: marine,Mediterranean lagoon,CAM_SMPL_002776,1,1
MMETSP0321,ZINGONE,ADRIANA,Leptocylindrus danicus var. danicus,B650,22-APR-11,K,,20,36,8.2,100,12,12,882,50,36.2,504,,,,,22770,,,,40.8083,14.25,2,,37.11,24.89,,15-JUN-10,,Mediterranean Sea,Aquatic: marine,"Coastal waters, Surface layer",CAM_SMPL_002505,1,0
MMETSP0111_2,Keeling,Patrick,Lotharella globosa,CCCM811,04-MAY-11,ESM medium,,20,35,8,55,12,12,1410,0,29,0,,,,,0,,,,13.4,144.7,,,,,,12-FEB-90,,OTHER,Acquatic: marine,,CAM_SMPL_002405,1,0
MMETSP0197,Lin,Senjie,Alexandrium fundyense,CCMP1719,15-MAY-11,f/2 amended seawater,,15,28,8.1,200,14,10,882,0,36.2,0,,,,,11.7,,,,43.1,70.782,,,,,,,,Atlantic Ocean,,,CAM_SMPL_002464,1,0
MMETSP0367,Rengefors,Karin,Scrippsiella hangoei-like,SHHI-4,15-JUN-11,MWC,Selenium added to a final concentration of 4.55 nmol/L,3,0,7,20,12,12,1000,0,50,100,,,,,20920,,,,68.46306,78.22333,,8,5,2,,01-FEB-05,,OTHER,Aquatic: freshwater,under ice in saline lake,CAM_SMPL_002544,1,0
MMETSP0161_2,Pawlowski,Jan,Neoparamoeba aestuarina,SoJaBio B1-5/56/2,18-MAY-11,seawater with wheat grains,,20,35,7.5,,,,,,,,,,,,0,,,bacteria,42.26722,136.71861,3665,,35,,,19-AUG-10,08:25 PM,Sea of Japan,Acquatic: marine,"deep-sea bottom sediment, clay, aerobic",CAM_SMPL_002433,1,0
MMETSP0815,Caron,David,Prymnesium parvum,Texoma1,01-FEB-11,f/2 amended seawater,,18,18,8,150,12,12,,,,,,,,,,,,,33.98,-96.67,,,5,,,01-MAR-09,,"Lake Texoma, Oklahoma",,,CAM_SMPL_002710,1,1
MMETSP0789,Armbrust,Virginia,Rhizosolenia setigera,CCMP 1694,13-NOV-10,K+Si,,15,21,8,166,16,8,882,50,0,504,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",123.766,,,,23.5643,58.853,,,,,,17-FEB-94,,Arabian Sea,Acquatic: marine,,CAM_SMPL_002791,,
MMETSP0270,Wawrik/Sinclair,Boris/Geoff,Scrippsiella trochoidea,CCMP3099,01-AUG-11,L1,none,22,32,8.2,60,12,12,60,0,60,0,,,,,1170,,,none,27.3122,82.601,,,,,,,,,,coastal,CAM_SMPL_002487,0,0
MMETSP0135_2,Lin,Senjie,Symbiodinium kawagutii,CCMP2468,15-APR-11,L1 amended artificial seawater,"L1 for all nutrients except phosphate, which was replaced with glycerophosphate",25,31,8.1,200,14,10,882,0,36.2,0,,,,,11.7,,,,21.25,158,,,35,,,,,Pacific Ocean,,,CAM_SMPL_002413,1,0
MMETSP0029,Wawrik/Sinclair,Boris/Geoff,Karenia brevis,CCMP2229,01-AUG-07,L1,none,22,32,8.2,60,12,12,0,0,60,0,,,,,1170,,,none,27.0171,82.4763,,,,,,,,,,coastal,CAM_SMPL_002357,1,0
MMETSP0595,Menden-Deuer,Susanne,Isochrysis galbana,CCMP1323,12-JAN-12,f/2 amended seawater,f/2 for all nutrients except eliminate Si,,29.4,,8,12,12,882,,36.2,106,,,,,,,,,54.085,4.77,,,,,,01-JAN-38,,Irish Sea,,,CAM_SMPL_002863,1,0
MMETSP0718,Smith,Sarah,Chaetoceros curvisetus,,19-AUG-11,ASW,Cells grown exponentially in ASW were harvested by centrifugation and re-suspended in ASW with no NO3-,20,29,8,200,24,0,0,0,0.2,0.42,,,,,19.73,,,,32.9,117.255,0,0,,,,,,Pacific Ocean,Acquatic: marine,mesotrophic coastal ocean,CAM_SMPL_002856,1,0
MMETSP0327,Montresor,Marina,Pseudo-nitzschia delicatissima,B596,28-APR-11,f/2,,20,36,0.347222222,100,12,12,883,0,36.3,107,,,,,24500,,,,40.8083,14.25,2,,37.0423,15.2178,,30-MAR-10,,Mediterranean Sea,Acquatic: marine,"coastal waters, surface layer",CAM_SMPL_002531,1,0
MMETSP0009_2,Armbrust,Virginia,Grammatophora oceanica,CCMP 410,29-OCT-10,F/2,,13,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.4938,,,,37.86,144.93,,,,13,,01-JAN-78,,Bass Strait,Acquatic: marine,,CAM_SMPL_002336,,0
MMETSP0938,Piganeau,Gwenael,Ostreococcus mediterraneus,clade-D-RCC1107,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,none,3807.6,,0,,3.145,42.488,0,,,15,8,02-FEB-09,,Mediterranean Sea,Acquatic: marine,Mediterranean sea,CAM_SMPL_002758,1,1
MMETSP0717,Smith,Sarah,Chaetoceros curvisetus,,19-AUG-11,ASW,Cells grown exponentially in ASW were harvested by centrifugation and re-suspended in ASW with no SiO3,20,29,8,200,24,0,2.97,0,0.2,0,,,,,19.73,,,,32.9,117.255,0,0,,,,,,Pacific Ocean,Acquatic: marine,mesotrophic coastal ocean,CAM_SMPL_002848,1,0
MMETSP0360,Rengefors,Karin,Scrippsiella Hangoei,SHTV-5,15-JUN-11,f/2 amended sea water without silica,,3,3,7,20,12,12,883,0,36,100,,,,,20920,,,,59.51,23.13,40,,6.5,,,01-JUL-08,,Baltic Sea,,eutrophic coastal waters,CAM_SMPL_002524,1,0
MMETSP0398C,Lin,Senjie,Amphidinium carterae,CCMP1314,15-MAY-11,f/2 amended seawater,,20,28,8.1,200,14,10,882,0,36.2,0,,,,,11.7,,,,41.56,70.583,,,,,,,,Atlantic Ocean,,,CAM_SMPL_002537,1,0
MMETSP0267,Wawrik/Sinclair,Boris/Geoff,Prorocentrum minimum,CCMP2233,01-JUL-07,L1,none,22,34,8.2,60,12,12,60,0,60,0,,,,,1170,,,none,38.59,75.1,,,,,,,,,,coastal,CAM_SMPL_002486,,0
MMETSP1048,Archibald,John,Hanusia phi,CCMP325,01-DEC-11,h/2-Si,,23,0,8,,12,12,882,500,26,0,,,,,0,,,,,,,,,,,,,,,,CAM_SMPL_002599,,
MMETSP0371,Rengefors,Karin,Peridinium aciculiferum,PAER-2,15-JUN-11,f/2 amended sea water without silica,,3,3,7,20,12,12,883,0,36,100,,,,,20920,,,,18.6,59.85,,15,0,2,,01-FEB-04,,OTHER,Aquatic: freshwater,under ice in mesotrophic lake,CAM_SMPL_002535,1,0
MMETSP1035,Moran,Mary Ann,Lingulodinium polyedra,CCMP 1738,09-SEP-11,f/2 - Si artificial seawater,"f/2 for all nutrients, minus the addition of Si",18,28,8.3,150,12,12,882,0,36.2,0,,,,,24500,,,,27.8,97.13,,,,,,,,Gulf of Mexico,Acquatic: marine,Gulf of Mexico off the coast of Texas,CAM_SMPL_002589,1,0
MMETSP0134_2,Lin,Senjie,Symbiodinium kawagutii,CCMP2468,15-APR-11,L1 amended artificial seawater,,25,31,8.1,200,14,10,882,0,36.2,0,,,,,11.7,,,,21.25,158,,,35,,,,,Pacific Ocean,,,CAM_SMPL_002425,1,0
MMETSP0045_2,Archibald,John,Bigelowiella natans,CCMP 2755,22-JAN-11,f/2,f/2 without silicate,25,35,7.2,,12,12,882,50,10,0,,,,,122766,,,,,,,,,,,,,,,,CAM_SMPL_002372,,1
MMETSP0030,Wawrik/Sinclair,Boris/Geoff,Karenia brevis,CCMP2229,01-AUG-07,L1,none,22,32,8.2,60,12,12,60,0,0,0,,,,,1170,,,none,27.0171,82.4763,,,,,,,,,,coastal,CAM_SMPL_002358,1,0
MMETSP0689_2,Murray,Shauna,Amphidinium massartii,CS-259,12-APR-11,f/2,f/2 for all nutrients except silicate,20,35,7.8,80,12,12,645,0,25,0,,,,,1092,,,,-17,146,,,35,,,01-JAN-87,,Pacific Ocean,Acquatic: marine,tropical ocean sample,CAM_SMPL_002799,1,0
MMETSP0930,Piganeau,Gwenael,Ostreococcus mediterraneus,clade-D-RCC1621,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,none,3807.6,,0,,3.145,42.488,0,,,15,8,02-JUN-03,,Mediterranean Sea,Acquatic: marine,Mediterranean sea,CAM_SMPL_002762,1,1
MMETSP1040,Romano,Giovanna,Skeletonema marinoi,FE60,15-SEP-11,f/2 amended sea water,,20,36,8.2,100,12,12,883,0,36.3,107,,,,,24500,,,,43.5,14.5,2,,37.0423,18,,25-FEB-05,,Adriatic Sea,Acquatic: marine,"coastal waters, surface layer",CAM_SMPL_002594,1,0
MMETSP0259,Wawrik/Sinclair,Boris/Geoff,Amphidinium carterae,CCMP1314,01-AUG-11,L1,none,22,32,8.2,60,12,12,0,0,60,0,,,,,1170,,,none,41.56,70.583,,,,,,,,,,coastal,CAM_SMPL_002485,,0
MMETSP0939,Piganeau,Gwenael,Ostreococcus lucimarinus,clade-A-BCC118000,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,none,3807.6,,0,,3.145,42.488,0,,,15,8,02-FEB-09,,Mediterranean Sea,Acquatic: marine,Mediterranean sea,CAM_SMPL_002765,1,1
MMETSP0233,Govind,Nadathur,Debaryomyces hansenii,J26,14-JUL-11,Yeast-Peptone-Dextrose (2% each) Broth,5 mmol/L CoSO4*7H2O added at early log phase,25,,6.5,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,CAM_SMPL_002492,1,1
MMETSP0319,Nagai,Satoshi,Skeletonema marinoi,SM1012Hels-07,25-MAR-11,modified f/2 amended seawater,"f/2 for all nutrients without copper and silicate, but with H2SeO3 to be 10 (nmol/L)",4,15,8.5,150,12,12,880,0,36,0,,4,,,355,,,,59.51,23.15,5,,6,4,7.8,30-NOV-11,01:00 PM,Baltic Sea,Acquatic: marine,eutrophicated lower salinity layer,CAM_SMPL_002507,1,0
MMETSP0268,Wawrik/Sinclair,Boris/Geoff,Prorocentrum minimum,CCMP2233,01-JUL-07,L1,none,22,34,8.2,60,12,12,0,0,60,0,,,,,1170,,,none,38.59,75.1,,,,,,,,,,coastal,CAM_SMPL_002489,,0
MMETSP1054,Archibald,John,Bigelowiella natans,CCMP1259,01-DEC-11,K,K without silicate,23,0,8,,12,12,882,50,10,0,,,,,122766,,,,,,,,,,,,,,,,CAM_SMPL_002603,,
MMETSP0110_2,Keeling,Patrick,Gymnochlora sp.,CCMP2014,26-FEB-11,ESM medium,,20,35,8,55,12,12,1410,0,29,0,,,,,0,,,,24.6019,64.9177,100,0,,,,23-FEB-94,,Sargasso Sea,Acquatic: marine,,CAM_SMPL_002404,1,0
MMETSP1116,Wilson,William,Symbiodinium sp.,CCMP2430,01-OCT-11,f/2 amended seawater,"f/2 for all nutrients, no Na2SiO3 added",25,34,8.1,200,12,12,882,0,36.2,0,,,,,12794,,,,-23.5,152,,,,,,01-AUG-00,,Pacific Ocean,,,CAM_SMPL_002614,0,0
MMETSP0766_2,Murray,Shauna,Gambierdiscus australes,CAWD 149,12-APR-11,f/2,f/2 for all nutrients except silicate,25,35,7.8,80,14,10,645,0,25,0,,,,,1092,,,,35,173,,,,,,05-MAY-07,,Pacific Ocean,,"Dinoflagellate cells were isolated from the green calcareous seaweed, Halimeda sp. (class Chlorophyceae, order Bryopsidales, family Udoteaceae), which was growing on disturbed coral in lagoon.",CAM_SMPL_002780,1,0
MMETSP0047_2,Archibald,John,Chroomonas mesostigmatica_cf,CCMP1168,01-DEC-10,f/2 seawater,,24,35,7,,12,12,883,0,36.3,0,,,,,21100,,,,,,,,,,,,,,,,CAM_SMPL_002374,,0
MMETSP1033,Moran,Mary Ann,Lingulodinium polyedra,CCMP 1738,09-SEP-11,f/2 - Si artificial seawater,"f/2 for all nutrients, minus the addition of Si",18,28,8.3,150,12,12,882,0,36.2,0,,,,,24500,,,,27.8,97.13,,,,,,,,Gulf of Mexico,Acquatic: marine,Gulf of Mexico off the coast of Texas,CAM_SMPL_002587,1,0
MMETSP0879,Morel,Francois,Thalassiosira weissflogii,CCMP1336,11-JUN-11,Aquil nutrients amended seawater,Total Fe concentration was 60 nM,20,35,8.1,120,24,0,100,0,10,100,,60,,,390,265,0,,,,,,,,,,,,,,CAM_SMPL_002824,1,0
MMETSP0795,Hackett,Jeremiah,Amoebophrya sp.,Ameob2,16-MAR-11,f/2 -Si amended seawater,,15,31,,200,14,10,882,0,36.2,0,,,,,2264,,,Alexandrium tamarense SPE10-03,,,,,,,,,,,,,CAM_SMPL_002802,1,0
MMETSP1180,Wilson,Willie,Chlamydomonas cf sp,CCMP681,19-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,0,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,-64.7667,-64,,,,,,,,Bellingshausen Sea,,high intertidal,CAM_SMPL_002923,,1
MMETSP1173,Wilson,Willie,Rhizochromulina marina cf,CCMP1243,13-JAN-12,H/2,added 1 ml of 500 mol NH4Cl per liter,24,32,8,,13,11,882,500,36.2,106,,,,,12871.2,,,,32,-65.1667,,,,,,25-JUN-81,,Sargasso Sea,,"surface water, oceanic, open ocean",CAM_SMPL_002898,,0
MMETSP1151,Morel,Francois,Emiliania huxleyi,PLY M219,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,8.1,100,24,0,50,0,1,0,,87,,,410,265,0,,,,,,,,,,,,,,CAM_SMPL_002928,,0
MMETSP1355,Archibald,John,Hemiselmis tepida,CCMP443,01-JUL-12,K,K without silicate,23,35,8,,12,12,882,50,10,0,,,,,122766,,,,,,,,,,,,,,,,CAM_SMPL_002903,,
MMETSP0817,Park,Min,Tetraselmis striata,LANL1001,20-MAY-11,f/2,"N03- 10X, P-7X",30,38,8.2,400,16,8,8820,0,292,0,,,,,750,,,,,,,,,,,,,OTHER,Acquatic: marine,,CAM_SMPL_002712,1,0
MMETSP0491_2,McManus,George,Tetraselmis chuii,PLY429,22-JUN-11,Ukeles E medium,none,18,15,8,150,12,12,3500,0,150,0,,,,,1000,,,none,,,,,,,,,,,,,CAM_SMPL_002805,,0
MMETSP0738,Smith,Sarah,Thalassiosira miniscula,CCMP1093,01-JUN-12,NEPC,"NEPC for all nutrients except silicate, which was not added",20,30,8,200,24,0,0.55,0,0.01,0,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002728,1,0
MMETSP0904,Mock,Thomas,Thalassiosira antarctica,CCMP982,15-JUL-11,f/2 amended seawater,f/2 for all nutrients (low silicate),5,35,8.1,100,24,0,800,0,36,15,,,,,2400,,,,,,,,,,,01-FEB-01,,,,,CAM_SMPL_002735,1,0
MMETSP1152,Morel,Francois,Emiliania huxleyi,PLY M219,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,7.8,100,24,0,50,0,1,0,,87,,,410,750,0,,,,,,,,,,,,,,CAM_SMPL_002929,,0
MMETSP0881,Morel,Francois,Thalassiosira weissflogii,CCMP1336,11-JUN-11,Aquil nutrients amended seawater,Total Fe concentration was 60 nM,20,35,8.1,120,24,0,100,0,10,100,,60,,,390,750,0,,,,,,,,,,,,,,CAM_SMPL_002833,1,0
MMETSP0149,Beszteri,Bánk,Chaetoceros debilis,MM31A-1,17-MAY-11,modified f/2 amended seawater,Using trace metal solution after Morel et al. 1979. medium set up using trace metal clean conditions and procedures.,3,33.6,8.15,35,16,8,28,0.09,28.45,60,,11000,,,7.3,,,,-49.6,2.1,0,,,,,27-FEB-04,,Southern Ocean,Acquatic: marine,,CAM_SMPL_002437,1,0
MMETSP0949,Coyne,Kathryn,Chattonella subsalsa,CCMP2191,02-AUG-11,ESAW medium,nitrogen source added at 100 uM concentrations,25,20,8,50,12,12,100,0,22,0,,,,,850,,0,,,,,,,,,,,,,,CAM_SMPL_002668,0,0
MMETSP1154,Morel,Francois,Emiliania huxleyi,CCMP370,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,7.8,100,24,0,50,0,1,0,,87,,,410,265,0,,,,,,,,,,,,,,CAM_SMPL_002937,,0
MMETSP0932,Piganeau,Gwenael,Ostreococcus mediterraneus,clade-D-RCC2596,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,none,3807.6,,0,,3.6,43.4,0,,,15,8,23-MAR-09,,Mediterranean Sea,Acquatic: marine,Mediterranean lagoon,CAM_SMPL_002764,1,1
MMETSP0797,Hackett,Jeremiah,Dinophysis acuminata,DAEP01,18-JAN-11,F/2 -Si,,4,31,8.2,200,14,10,882,0,36.2,0,,,,,2264,,,Myrionecta rubra,,,,,,,,,,,,,CAM_SMPL_002811,,0
MMETSP1156,Morel,Francois,Emiliania huxleyi,CCMP370,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,7.8,100,24,0,50,0,1,0,,87,,,410,750,0,,,,,,,,,,,,,,CAM_SMPL_002939,,0
MMETSP0936,Piganeau,Gwenael,Ostreococcus mediterraneus,clade-D-RCC2573,16-OCT-11,L1  amended no Si – see https://ccmp.bigelow.org/node/83,No silicate,20,35,8.1,100,12,12,0.882,0,0.032,0,,11700,,none,3807.6,,0,,3.6,43.4,0,,,15,8,23-MAR-09,,Mediterranean Sea,Acquatic: marine,Mediterranean lagoon,CAM_SMPL_002756,1,1
MMETSP1357,Archibald,John,Hemiselmis rufescens,PCC563,01-JUL-12,f/2-Si,,20,35,8,,12,12,882,0,26,0,,,,,115345,,,,,,,,,,,,,,,,CAM_SMPL_002914,,
MMETSP0739,Smith,Sarah,Thalassiosira miniscula,CCMP1093,01-JUN-12,NEPC,"NEPC for all nutrients except nitrate, which was not added",20,30,8,200,24,0,0,0,0.01,0.11,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002737,1,0
MMETSP1339,Wilson,Willie,Fibrocapsa japonica,CCMP1661,12-JAN-12,L1,,0,32,8,,13,11,882,0,36.2,106,,,,,12871.2,,,,-37.86,144.93,,,,,,,,Bass Strait,,"marine, coastal",CAM_SMPL_002944,,0
MMETSP0058,Aurora,Nedelcu,Pyramimonas parkeae,CCMP726,01-JUL-11,f/2-Si,,20,32,8,40,12,12,880,0,36,0,,,,,24.5,,,,36.64,121.93,,,,,,13-APR-66,,,,,CAM_SMPL_002365,1,1
MMETSP0648_2,Campbell,Lisa,Karenia brevis,Wilson,27-MAY-11,L1 amended seawater,NA,25,35,8.3,70,12,12,882,0,36.2,0,,,,,25,,,NA,,,,,,,,01-OCT-99,,Gulf of Mexico,Acquatic: marine,coastal harmful algal bloom,CAM_SMPL_002706,1,0
MMETSP1344,Wilson,Willie,Florenciella parvula,CCMP2471,10-FEB-12,K,,14,32,8,,13,11,882,50,10,504,,,,,12766,,,,49,-4,,,,,,,,English Channel,,,CAM_SMPL_002946,,0
MMETSP0503,McManus,George,Heterocapsa rotundata,SCCAP K-0483,15-JUL-11,F/2 amended seawater,,15,33,8,100,12,12,900,0,36,0,,,,,10000,,,,56,11,,,,,,20-DEC-88,,"Southern Kattegat, Buoy St.",,,CAM_SMPL_000705,0,0
MMETSP0527_2,Campbell,Lisa,Karenia brevis,SP3,08-APR-11,L1 amended seawater,NA,25,35,8.3,70,12,12,882,0,36.2,0,,,,,25,,,NA,,,,,,,,01-OCT-99,,Gulf of Mexico,Acquatic: marine,coastal harmful algal bloom,CAM_SMPL_002816,1,0
MMETSP0745,Smith,Sarah,Nitzschia punctata,CCMP561,01-DEC-11,ASW,"ASW for all nutrients except silicate, which was not added",20,30,8,200,24,0,2.97,0,0.2,0.42,,,,,19.73,,,,,,0,0,,,,,,,Acquatic: marine,,CAM_SMPL_002748,1,0
MMETSP0168,Pawlowski,Jan,Vannella sp.,DIVA3 517/6/12,24-MAY-11,seawater with wheat grains,,20,35,7.5,,,,,,,,,,,,0,,,bacteria,-35.98917,-49.01944,4605.2,,35,,,12-JUL-09,5:24 AM,Atlantic Ocean,Acquatic: marine,"abyssal plain bottom sediment, clay, aerobic",CAM_SMPL_000707,1,0
MMETSP1150,Morel,Francois,Emiliania huxleyi,PLY M219,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,7.8,100,24,0,50,0,1,0,,87,,,410,265,0,,,,,,,,,,,,,,CAM_SMPL_002920,,0
MMETSP0747,Smith,Sarah,Nitzschia punctata,CCMP561,01-DEC-11,ASW,ASW for all nutrients + 2.5mg L-1 of the microtubule inhibitor nocodazole,20,30,8,200,24,0,2.97,0,0.2,0.42,,,,,19.73,,,,,,0,0,,,,,,,Acquatic: marine,,CAM_SMPL_002750,1,0
MMETSP0759,Simpson,Alastair,Percolomonas cosmopolitus,WS,02-JUN-11,"artificial seawater: NaCl (24.72 g/L), KCl (6.7 g/L), CaCl2 (1.03 g/L), MgCl2 (2.18 g/L), MgSO4 (3.07 g/L), NaHCO3 (0.18 g/L)",,22,32,8.4,0,,,0,0,0,0,,,,,0,,,Enterobacter aerogenes,,,,,,,,,,White Sea,Acquatic: marine,Coastal waters (Nikolaev et al. 2004),CAM_SMPL_002779,,0
MMETSP0727,Smith,Sarah,Amphiprora sp.,CCMP467,01-DEC-11,NEPC,NEPC for all nutrients + 2.5mg L-1 of the microtubule inhibitor nocodazole,20,30,8,200,12,12,0.55,0,0.01,0.11,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002709,1,0
MMETSP0574,Campbell,Lisa,Karenia brevis,SP1,10-APR-11,L1 amended seawater,NA,25,27,8.3,70,12,12,882,0,36.2,0,,,,,25,,,NA,,,,,,,,01-OCT-99,,Gulf of Mexico,Acquatic: marine,coastal harmful algal bloom,CAM_SMPL_002844,1,0
MMETSP0649_2,Campbell,Lisa,Karenia brevis,Wilson,27-MAY-11,L1 amended seawater,NA,25,27,8.3,70,12,12,882,0,36.2,0,,,,,25,,,NA,,,,,,,,01-OCT-99,,Gulf of Mexico,Acquatic: marine,coastal harmful algal bloom,CAM_SMPL_002787,1,0
MMETSP0800,Armbrust,Virginia,Striatella unipunctata,CCMP2910,05-JAN-11,F/2,,20,21,8,166,16,8,882,0,36.2,106,,,,"thiamine, 200 mg; biotin, 10 mL; cyanocobalamin, 1 mL",24.4938,447,,,,,,,,,,07-SEP-10,,Mediterranean Sea,Acquatic: marine,,CAM_SMPL_002820,,0
MMETSP1157,Morel,Francois,Emiliania huxleyi,CCMP370,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,8.1,100,24,0,50,0,1,0,,87,,,410,750,0,,,,,,,,,,,,,,CAM_SMPL_002947,,0
MMETSP1166,Wilson,Willie,Chrysoreinhardia sp,CCMP3193,15-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,24,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,42.572,8.73,,,,,,01-JUL-02,,Mediterranean Sea,,,CAM_SMPL_002876,,0
MMETSP0780_2,Archibald,John,Palpitomonas bilix,NIES-2562,17-JAN-11,ESM medium,No modification,20,35,8,0,0,24,0,0,0,0,,,,,0,,,,,,,,,,,08-JUN-06,,,,,CAM_SMPL_002781,,0
MMETSP1136,Floge,Sheri,Pleurochrysis carterae,CCMP645,01-DEC-11,f/2 amended seawater,"f/2 nutrients, no silica",16,34,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_002883,1,1
MMETSP1138,Floge,Sheri,Pleurochrysis carterae,CCMP645,01-DEC-11,f/2 amended seawater,"f/2 nutrients, no silica",16,34,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_002885,1,1
MMETSP1169,Wilson,Willie,Pyramimonas obovata,CCMP722,13-JAN-12,L1,,20,32,8,,13,11,882,0,36.2,106,,,,,12871.2,,,,33.1833,-65.25,,,,,,11-DEC-59,,Sargasso Sea,,,CAM_SMPL_002886,,0
MMETSP1316,Vaulot,Daniel,Pycnococcus provasolii,RCC2336,15-JAN-12,K/2 Ian,,22,35,,40,12,12,,,,,,,,,,,,,35.21666667,139.6166667,0,,,,,04-MAY-09,,North Pacific Ocean,Aquatic: marine,,CAM_SMPL_002951,0,
MMETSP0819,Park,Min,Tetraselmis striata,LANL1001,20-MAY-11,f/2,"N03- 10X, P-7X",30,38,8.2,400,16,8,8820,0,292,0,,,,,750,,,,,,,,,,,,,OTHER,Acquatic: marine,,CAM_SMPL_002793,1,0
MMETSP1140,Floge,Sheri,Pavlova sp.,CCMP459,01-DEC-11,f/2 amended seawater,"f/2 nutrients, no silica",16,34,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_002895,1,1
MMETSP1090,Worden,Alexandra,Isochrysis sp,CCMP1244,09-DEC-11,K amended artificial sea water,silicate omitted,21,35,35,8.2,30,14,10,882,50,10,0,,,,12766,,,NA,38.3048,-69.6192,0,,,,,01-JUN-81,,North Atlantic,Acquatic: marine,oceanic,CAM_SMPL_003072,,0
MMETSP1404,Worden,Alexandra,Micromonas pusilla,CCMP494,,L1-Si amended natural seawater (Eastern Pacific),L1 for all nutrients except omitted silicate,21,35,8.2,80,14,10,882,,36,0,,,,,12780,,,n/a,,,,,,,,28-FEB-78,,Gulf of Maine,Aquatic: marine,,CAM_SMPL_003076,0,0
MMETSP1429,Marchetti,Adrian,Chaetoceros sp.,UNC1202,31-JAN-09,Aquil,Standard Aquil with 100 uM EDTA,12,32,8.1,120,24,0,300,0,20,200,,1370,0,,1750,,0,N/A,48.816,-128.666,,,,,,,,,-select-,temperate open ocean mixed layer,CAM_SMPL_003078,,0
MMETSP1160,Wilson,Willie,Pinguiococcus pyrenoidosus,CCMP2078,19-JAN-12,H/2,added 1 ml of 500 mol NH4Cl per liter,24,32,8,,13,11,882,500,36.2,106,,,,,12871.2,,,,7.48,146.46,,,,,,30-NOV-90,,Pacific Ocean,,open ocean,CAM_SMPL_002954,,1
