,SampleName,Run.x,Phylum,Input.Reads,Surviving.Reads,Percent.Surviving,n_seqs.x,smallest.x,largest.x,n_bases.x,mean_len.x,n_under_200.x,n_over_1k.x,n_over_10k.x,n_with_orf.x,mean_orf_percent.x,n90.x,n70.x,n50.x,n30.x,n10.x,gc.x,gc_skew.x,at_skew.x,cpg_ratio.x,linguistic_complexity.x,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score.x,optimal_score.x,cutoff.x,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,Complete_eukaryotic,Fragmented_eukaryotic,Missing_eukaryotic,Total_eukaryotic,Complete_eukaryotic_BUSCO_perc,Complete_protist,Fragmented_protist,Missing_protist,Total_protist,Complete_protist_BUSCO_perc,Unique_kmers_assembly,num_reads_kept_diginorm,total_reads_before_diginorm,perc_kept_diginorm,proportion_kept_diginorm,num_kmers_reads_diginorm,fp_rate_diginorm
606,MMETSP1344,SRR1294437,Ochrophyta,23466306,23279700,99.2,110828,201,20720,105345116,950.52799,0,34102,42,54973,72.16306,377,917,1587,2414,4178,0.60901,0.00767,0.00578,2.1561,0.16578,23279700,21443155,0.92111,19472287,0.83645,1970868,20129,27283867,0.259,58631,0.52903,19148,0.17277,84568,0.76306,8986,0.08108,0.28258,0.51304,0.18089,74495,74495,0.67217,1.59953,33824,0.72626,17716,0.38039,16300,0.34999,14488,0.31108,13610,0.29223,12367,0.26554,0.42177,201,62,40,303,0.663366337,146,49,39,234,0.623931624,54070005,10251799,46745624,21.90%,0.219,113552881,0
607,MMETSP1345,SRR1300445,Ciliophora,26275221,25575770,97.34,16640,201,11248,17528871,1053.41773,0,6550,2,11241,84.99147,504,1015,1513,2182,3496,0.42268,-0.00053,0.02489,1.45467,0.18213,25575770,24424423,0.95498,21480778,0.83989,2943645,9614,634233,0.03618,5542,0.33305,729,0.04381,5524,0.33197,1835,0.11028,0.36814,0.43271,0.28663,1927,1927,0.85417,0.19205,1329,0.13245,698,0.06956,629,0.06269,546,0.05441,530,0.05282,496,0.04943,0.07398,255,15,33,303,0.841584158,193,24,17,234,0.824786325,2122323,14656783,51850722,28.30%,0.283,70893411,0
608,MMETSP1346,SRR1294442,Labyrinthista,2940503,2939436,99.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,71,39,303,0.636963696,137,32,65,234,0.585470085,18236057,NA,NA,NA,NA,NA,NA
609,MMETSP1346,SRR1294444,Labyrinthista,2930926,2929694,99.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,71,39,303,0.636963696,137,32,65,234,0.585470085,18236057,NA,NA,NA,NA,NA,NA
610,MMETSP1346,SRR1294443,Labyrinthista,2968254,2966998,99.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,71,39,303,0.636963696,137,32,65,234,0.585470085,18236057,NA,NA,NA,NA,NA,NA
611,MMETSP1346,SRR1294441,Labyrinthista,10260544,10246396,99.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,71,39,303,0.636963696,137,32,65,234,0.585470085,18236057,NA,NA,NA,NA,NA,NA
612,MMETSP1347,SRR1300413,Labyrinthista,10761790,10755056,99.94,18946,201,5680,14500149,765.34092,0,5417,0,8226,63.99253,345,759,1080,1430,2002,0.39536,0.01314,0.00955,1.97422,0.15209,10755056,10157244,0.94442,9398567,0.87387,758677,8150,512299,0.03533,4895,0.25837,814,0.04296,9329,0.4924,3259,0.17202,0.34994,0.40273,0.03297,3682,3682,0.77992,0.28824,2981,0.23336,1536,0.12024,1496,0.11711,1392,0.10897,1343,0.10514,1280,0.1002,0.1187,127,92,84,303,0.419141914,100,34,100,234,0.427350427,3210412,8588460,21516219,39.90%,0.399,39060440,0
613,MMETSP1348,SRR1300401,Labyrinthista,28156802,28152396,99.98,22995,201,6495,22340571,971.54038,0,8665,0,11086,66.52412,395,1058,1578,2142,3097,0.39826,0.01381,0.00844,1.97426,0.18037,28152396,27172018,0.96518,25336215,0.89997,1835803,11419,740443,0.03314,6520,0.28354,776,0.03375,12631,0.54929,3531,0.15356,0.389,0.42906,0.03279,16151,16151,0.70237,1.20548,12110,0.90387,6270,0.46798,5922,0.44201,5455,0.40715,5206,0.38857,4866,0.36319,0.46581,209,56,38,303,0.689768977,137,42,55,234,0.585470085,17612044,13975310,56308667,24.80%,0.248,61200525,0
614,MMETSP1349,SRR1300414,Labyrinthista,21463006,21453339,99.95,21247,201,5431,18903505,889.70231,0,7790,0,9952,60.42562,401,923,1306,1720,2396,0.39386,0.01178,0.00708,1.98011,0.17142,21453339,20614486,0.9609,19310365,0.90011,1304121,9870,706915,0.0374,6187,0.29119,951,0.04476,9591,0.4514,4481,0.2109,0.34133,0.39178,0.0261,16810,16810,0.79117,1.2014,12728,0.90966,6619,0.47306,6334,0.45269,5882,0.42038,5656,0.40423,5273,0.37686,0.47106,159,76,68,303,0.524752475,108,37,89,234,0.461538462,14838085,12411203,42915902,28.90%,0.289,55626135,0
615,MMETSP1352,SRR1300408,Bacillariophyta,21512212,21486729,99.88,29115,201,15704,23862356,819.58976,0,7642,4,13676,84.66859,323,765,1317,2027,3571,0.52834,0.00507,0.00604,2.21761,0.14822,21486729,19255066,0.89614,16164957,0.75232,3090109,19730,904673,0.03791,11969,0.41109,1241,0.04262,16832,0.57812,1670,0.05736,0.2646,0.41098,0.42114,19883,19883,0.68291,1.1678,11999,0.70475,6318,0.37108,5644,0.33149,4815,0.2828,4404,0.25866,3794,0.22284,0.41854,149,53,101,303,0.491749175,139,30,65,234,0.594017094,16320416,15280262,42998644,35.50%,0.355,67508340,0
616,MMETSP1353,SRR1300443,Rhodophyta,10179908,9858735,96.85,15676,201,15974,13392163,854.30996,0,4706,1,7848,78.63641,352,829,1352,1952,3054,0.58237,0.01867,0.00635,2.64828,0.15662,9858735,9286893,0.942,7985912,0.81003,1300981,8550,476323,0.03557,5571,0.35538,615,0.03923,10540,0.67237,943,0.06016,0.34119,0.39173,0.07117,3305,3305,0.63375,0.40557,2434,0.29869,1258,0.15437,1166,0.14309,1065,0.13069,1016,0.12468,934,0.11462,0.15542,179,69,55,303,0.590759076,119,29,86,234,0.508547009,3670326,7686574,20038205,38.40%,0.384,37835854,0
617,MMETSP1354,SRR1300444,Rhodophyta,12912509,12504946,96.84,17856,201,5066,12872616,720.91263,0,4041,0,8197,81.33976,316,640,1034,1527,2461,0.54933,0.02646,0.00895,2.37081,0.14072,12504946,11605032,0.92804,9513437,0.76077,2091595,12175,361490,0.02808,7070,0.39595,728,0.04077,10166,0.56933,1341,0.0751,0.2749,0.34409,0.21442,3262,3262,0.66006,0.37293,2063,0.23585,1102,0.12599,1010,0.11547,855,0.09775,786,0.08986,692,0.07911,0.12562,130,89,84,303,0.429042904,84,40,110,234,0.358974359,3283653,9621672,25417201,37.90%,0.379,48533981,0
618,MMETSP1355,SRR1300402,Cryptophyta,30209728,30207170,99.99,38957,201,17512,23874702,612.84755,0,5801,8,15594,92.43616,269,489,834,1360,2741,0.63549,0.02557,0.02038,1.87597,0.11292,30207170,27073605,0.89626,22264682,0.73707,4808923,14350,755954,0.03166,14603,0.37485,850,0.02182,26559,0.68175,1988,0.05103,0.31176,0.37487,0.44367,22715,22715,0.58308,1.09386,18743,0.90258,9356,0.45054,8880,0.42762,8211,0.39541,7957,0.38317,7447,0.35862,0.44621,152,63,88,303,0.501650165,107,32,95,234,0.457264957,24525922,15629652,60416768,25.90%,0.259,91306109,0
619,MMETSP1356,SRR1300403,Cryptophyta,26307061,26306167,100,43767,201,8199,25040307,572.12756,0,6239,0,15816,86.63869,265,454,765,1174,1912,0.58429,0.03547,0.01362,1.89857,0.1119,26306167,22920825,0.87131,18492385,0.70297,4428440,18903,632176,0.02525,13575,0.31017,972,0.02221,27693,0.63274,2630,0.06009,0.28629,0.37803,0.32597,27058,27058,0.61823,1.06818,22409,0.88465,11372,0.44894,10799,0.42632,9889,0.39039,9452,0.37314,8623,0.34041,0.45204,193,71,39,303,0.636963696,146,34,54,234,0.623931624,24573435,15783479,52613172,30.00%,0.3,84767400,0
620,MMETSP1357,SRR1300404,Cryptophyta,25587270,25585930,99.99,52525,201,19934,33551384,638.7698,0,8840,1,22268,90.11506,282,523,882,1380,2533,0.61358,0.03744,0.02325,1.83315,0.11893,25585930,22826996,0.89217,18735986,0.73228,4091010,21846,891451,0.02657,17085,0.32527,1056,0.0201,34369,0.65434,2460,0.04683,0.32928,0.40078,0.39548,33103,33103,0.63023,1.08063,27555,0.89952,13807,0.45072,13104,0.42777,12148,0.39657,11771,0.38426,10971,0.35814,0.44662,209,69,25,303,0.689768977,146,33,55,234,0.623931624,23363086,18958263,51173117,37.00%,0.37,96480666,0
621,MMETSP1358,SRR1300405,Chlorarachniophyta,23646734,23623295,99.9,36004,201,7507,24156090,670.92795,0,7203,0,14849,82.46065,287,581,978,1463,2396,0.47172,0.01219,0.01357,1.94038,0.13344,23623295,21055276,0.89129,18276833,0.77368,2778443,24328,627267,0.02597,6686,0.1857,616,0.01711,11885,0.3301,1015,0.02819,0.33783,0.47038,0.50828,30728,30728,0.85346,1.22101,18138,0.72073,9702,0.38552,7226,0.28713,5114,0.20321,4263,0.1694,3086,0.12263,0.37175,192,52,59,303,0.633663366,152,30,52,234,0.64957265,20851707,18460197,47269683,39.10%,0.391,79747366,0
622,MMETSP1359,SRR1300406,Chlorarachniophyta,24263037,24234613,99.88,35304,201,9723,26661599,755.20052,0,9630,0,16693,71.55029,338,754,1051,1356,1987,0.45419,0.012,0.01078,2.02297,0.14978,24234613,22654865,0.93481,20628146,0.85119,2026719,16698,2023375,0.07589,12676,0.35905,1945,0.05509,19637,0.55623,4737,0.13418,0.31842,0.40978,0.22887,26103,26103,0.73938,1.13833,19571,0.85347,10065,0.43893,9663,0.42139,8953,0.39043,8632,0.37643,7992,0.34852,0.45636,171,76,56,303,0.564356436,131,31,72,234,0.55982906,20242155,14394091,48496699,29.70%,0.297,72817416,0
623,MMETSP1360,SRR1300448,Bacillariophyta,15768765,15298804,97.02,42249,201,13355,27679085,655.14178,0,7729,3,16902,81.85167,289,558,906,1377,2334,0.45177,0.01389,0.00579,1.74466,0.12995,15298804,13369131,0.87387,10905283,0.71282,2463848,27461,1209977,0.04371,16687,0.39497,2294,0.0543,25014,0.59206,2897,0.06857,0.22617,0.34013,0.33783,31857,31857,0.75403,1.23539,20844,0.80831,10888,0.42223,9948,0.38578,8584,0.33288,7954,0.30845,6999,0.27142,0.43302,152,93,58,303,0.501650165,126,55,53,234,0.538461538,21417435,15759815,31067143,50.70%,0.507,69329295,0
624,MMETSP1361,SRR1300449,Bacillariophyta,26489101,25603431,96.66,32931,201,10925,29897578,907.88552,0,10681,1,17433,77.95279,410,862,1296,1872,3145,0.46507,0.00654,0.003,1.98282,0.17384,25603431,23616700,0.9224,20051051,0.78314,3565649,21193,1123716,0.03759,14009,0.4254,1721,0.05226,14645,0.44472,3073,0.09332,0.30468,0.39348,0.27492,26623,26623,0.80845,1.3775,16114,0.83376,8485,0.43902,7802,0.40368,6838,0.35381,6365,0.32933,5642,0.29192,0.4552,225,43,35,303,0.742574257,172,39,23,234,0.735042735,27793618,NA,NA,NA,NA,NA,NA
625,MMETSP1362,SRR1300450,Bacillariophyta,19930703,19919232,99.94,29356,201,16377,26659768,908.15397,0,9301,5,14175,77.40281,375,890,1404,2059,3510,0.44767,0.00913,0.00122,2.07129,0.17006,19919232,18205980,0.91399,15535270,0.77991,2670710,18081,725262,0.0272,9787,0.33339,876,0.02984,16290,0.55491,1687,0.05747,0.32631,0.45398,0.45833,21044,21044,0.71686,1.10149,15005,0.7854,7797,0.40811,7167,0.37514,6371,0.33347,6055,0.31693,5568,0.29144,0.44685,230,43,30,303,0.759075908,190,18,26,234,0.811965812,25026992,16409979,39849835,41.20%,0.412,70087937,0
626,MMETSP1363,SRR1300424,Haptophyta,27334446,27307696,99.9,49697,201,8203,35600650,716.35411,0,11098,0,26569,87.68824,334,645,966,1368,2144,0.68176,0.00992,0.00281,2.34777,0.12645,27307696,24231369,0.88735,19045526,0.69744,5185843,31510,1815829,0.05101,24054,0.48401,2616,0.05264,26029,0.52375,2680,0.05393,0.23675,0.37451,0.42963,39187,39187,0.78852,1.17742,27543,0.82756,14356,0.43134,13156,0.39529,11450,0.34403,10748,0.32294,9637,0.28956,0.43289,210,54,39,303,0.693069307,157,42,35,234,0.670940171,29019158,21556984,54641817,39.50%,0.395,98141262,0
627,MMETSP1364,SRR1300425,Haptophyta,26409427,26382903,99.9,47723,201,7409,33700949,706.17834,0,10228,0,25429,88.45783,330,629,944,1341,2097,0.68324,0.0107,0.00352,2.35117,0.12479,26382903,23597589,0.89443,18620272,0.70577,4977317,30087,1446511,0.04292,22687,0.47539,2229,0.04671,26276,0.55059,2484,0.05205,0.24638,0.36646,0.40382,36824,36824,0.77162,1.17386,26193,0.83497,13674,0.43589,12429,0.39621,10777,0.34354,10109,0.32225,9028,0.28779,0.43075,205,58,40,303,0.676567657,151,42,41,234,0.645299145,29480937,20310790,52792038,38.50%,0.385,93726129,0
628,MMETSP1365,SRR1300426,Haptophyta,25139297,25114514,99.9,51079,201,7884,38755181,758.73022,0,12764,0,28919,87.01809,354,694,1030,1445,2254,0.68278,0.00926,0.0012,2.34667,0.13183,25114514,22116311,0.88062,17177622,0.68397,4938689,35052,1891155,0.0488,25479,0.49882,2406,0.0471,25186,0.49308,2711,0.05307,0.24394,0.38131,0.3998,41243,41243,0.80744,1.17615,27981,0.79795,14736,0.42024,13365,0.38114,11447,0.32644,10718,0.30565,9434,0.26904,0.42882,205,66,32,303,0.676567657,140,42,52,234,0.598290598,33226930,23190814,50253431,46.10%,0.461,101166185,0
629,MMETSP1366,SRR1300427,Haptophyta,30370576,30340034,99.9,52229,201,7708,41734430,799.06623,0,14375,0,30948,86.48185,378,748,1084,1504,2359,0.68403,0.00993,0.00374,2.34983,0.13687,30340034,26757606,0.88192,20782203,0.68498,5975403,37234,2186393,0.05239,26662,0.51048,2775,0.05313,22688,0.43439,3020,0.05782,0.2412,0.38052,0.4217,43699,43699,0.83668,1.18773,28773,0.78205,15227,0.41387,13710,0.37264,11645,0.31651,10851,0.29493,9444,0.25669,0.42596,220,53,30,303,0.726072607,161,39,34,234,0.688034188,31973339,26284185,60710213,43.30%,0.433,112298345,0
630,MMETSP1367,SRR1300430,Dinophyta,24730729,23915579,96.7,78634,201,6583,60631787,771.06324,0,20953,0,41822,91.67229,336,726,1127,1603,2403,0.54676,0.00786,0.00287,1.88032,0.14927,23915579,21227874,0.88762,17160834,0.71756,4067040,37301,2020868,0.03333,24559,0.31232,2790,0.03548,46312,0.58896,1896,0.02411,0.32163,0.46466,0.51446,54539,54539,0.69358,1.13128,43222,0.89654,22075,0.45789,20972,0.43501,19399,0.40239,18834,0.39067,17969,0.37272,0.46001,232,31,40,303,0.765676568,183,21,30,234,0.782051282,47744549,32603769,48645377,67.00%,0.67,154771822,0
631,MMETSP1369,SRR1300431,Dinophyta,18106234,18104121,99.99,88291,201,8035,59173081,670.20513,0,17680,0,39944,91.97425,288,583,966,1465,2316,0.55262,0.0099,0.0027,1.90019,0.13168,18104121,15461925,0.85406,13115546,0.72445,2346379,37912,1085867,0.01835,21995,0.24912,1609,0.01822,63604,0.72039,1891,0.02142,0.36278,0.4878,0.53133,51993,51993,0.58888,1.07833,42457,0.88056,21627,0.44854,20473,0.42461,18829,0.39051,18199,0.37745,17407,0.36102,0.45356,212,47,44,303,0.699669967,168,30,36,234,0.717948718,53659580,27507773,36210267,76.00%,0.76,143850512,0
632,MMETSP1370,SRR1300470,Dinophyta,17979373,17973354,99.97,80643,201,7120,46426890,575.70886,0,11583,0,30001,88.01894,264,467,764,1183,1914,0.52879,0.01172,0.00514,1.86352,0.11666,17973354,14714809,0.8187,12315758,0.68522,2399051,35813,1278518,0.02754,19351,0.23996,2362,0.02929,63576,0.78836,1764,0.02187,0.27788,0.44063,0.46928,47108,47108,0.58415,1.05585,38166,0.85543,18915,0.42395,17545,0.39324,15918,0.35678,15393,0.34501,14694,0.32934,0.42937,171,70,62,303,0.564356436,142,29,63,234,0.606837607,32291037,22497324,35952033,62.60%,0.626,146150763,0
633,MMETSP1371,SRR1300471,Dinophyta,19591980,19587198,99.98,90138,201,7909,54671187,606.52762,0,14724,0,33167,83.88664,274,507,826,1248,1982,0.51622,0.01109,0.00492,1.87652,0.12201,19587198,16316663,0.83303,13533158,0.69092,2783505,41541,1452753,0.02657,22932,0.25441,2651,0.02941,66965,0.74292,2655,0.02945,0.28381,0.43029,0.4975,55602,55602,0.61685,1.07112,45251,0.87172,22853,0.44024,21425,0.41273,19524,0.37611,18832,0.36278,17996,0.34668,0.43992,200,57,46,303,0.660066007,158,33,43,234,0.675213675,39051006,26371105,39178397,67.30%,0.673,163334467,0.001
634,MMETSP1374,SRR1300432,Dinophyta,22256803,22244117,99.94,75410,201,6216,50603476,671.04464,0,16020,0,34443,91.27613,284,599,993,1438,2185,0.54537,0.00743,0.00187,1.86767,0.13349,22244117,19317151,0.86842,16521278,0.74273,2795873,30125,888997,0.01757,15912,0.21101,1378,0.01827,51595,0.68419,1669,0.02213,0.37305,0.50665,0.547,45004,45004,0.59679,1.0451,38625,0.89696,19599,0.45513,18646,0.433,17418,0.40449,17057,0.3961,16601,0.38551,0.46238,186,59,58,303,0.613861386,149,29,56,234,0.636752137,47977563,26575097,44500795,59.70%,0.597,143188789,0
635,MMETSP1377,SRR1300433,Dinophyta,21382811,21367697,99.93,149771,201,8927,66205971,442.048,0,9311,0,36456,86.90699,234,333,501,774,1354,0.52856,0.01474,0.01049,1.91402,0.09292,21367697,13817441,0.64665,11033485,0.51636,2783956,53464,956205,0.01444,25582,0.17081,1929,0.01288,130408,0.87072,3585,0.02394,0.21559,0.30279,0.49468,56446,56446,0.37688,0.99174,48556,0.85312,23461,0.4122,22269,0.39126,20461,0.35949,19789,0.34769,18810,0.33049,0.42219,142,94,67,303,0.468646865,110,37,87,234,0.47008547,51984547,33979720,42749757,79.50%,0.795,354920192,0.008
636,MMETSP1380,SRR1300459,Ciliophora,17471807,17458451,99.92,40432,201,8401,22837061,564.8264,0,5345,0,10660,69.82614,264,457,734,1119,1874,0.3921,0.01882,0.03649,1.36346,0.1119,17458451,15802770,0.90516,13655014,0.78214,2147756,21777,584939,0.02561,10995,0.27194,1216,0.03008,29812,0.73734,998,0.02468,0.3167,0.47551,0.42735,21577,21577,0.53366,1.14655,16337,0.86811,8425,0.44769,7968,0.4234,7146,0.37972,6768,0.35964,6189,0.32887,0.45357,165,54,84,303,0.544554455,130,27,77,234,0.555555556,18269100,12988854,34929993,37.20%,0.372,77380870,0
637,MMETSP1381,SRR1300299,Haptophyta,20239281,20213605,99.87,21667,201,9032,14433663,666.15881,0,4509,0,8442,79.49579,282,589,992,1428,2253,0.63428,0.00413,0.00329,2.14899,0.12714,20214405,18833620,0.93169,17538171,0.86761,1295449,11149,768932,0.05327,5904,0.27249,1443,0.0666,13798,0.63682,1237,0.05709,0.31394,0.50911,0.56751,16366,16366,0.75534,1.12636,12480,0.85891,6418,0.44171,6024,0.41459,5474,0.37674,5291,0.36414,5009,0.34474,0.45457,118,46,139,303,0.389438944,105,19,110,234,0.448717949,12362610,10075329,40453362,24.90%,0.249,52554930,0
638,MMETSP1384,SRR1300434,Foraminifera,25189457,25183105,99.97,75739,201,6417,44555117,588.27179,0,11063,0,30522,90.05972,271,480,778,1197,1986,0.46444,0.02022,0.00566,2.26854,0.11793,25183105,21344093,0.84756,16781318,0.66637,4562775,53988,1454762,0.03265,28668,0.37851,3695,0.04879,43889,0.57948,3606,0.04761,0.20927,0.3578,0.43765,46770,46770,0.61752,1.26549,28001,0.75764,14560,0.39396,13165,0.35622,11000,0.29764,9874,0.26717,8344,0.22577,0.41319,179,76,48,303,0.590759076,116,44,74,234,0.495726496,38581643,31607294,50372500,62.70%,0.627,179404823,0.001
639,MMETSP1385,SRR1300475,Foraminifera,22738024,21983371,96.68,60450,201,8969,38207482,632.05098,0,10360,0,27716,91.14871,291,535,843,1257,2030,0.45487,0.01491,0.00493,2.45343,0.1245,21983371,18784536,0.85449,13701183,0.62325,5083353,47117,1446538,0.03786,27461,0.45428,3525,0.05831,31045,0.51356,2785,0.04607,0.1698,0.32604,0.41373,2010,2010,0.81974,0.06423,1047,0.03346,520,0.01662,424,0.01355,330,0.01055,289,0.00924,250,0.00799,0.02103,186,74,43,303,0.613861386,122,44,68,234,0.521367521,1634293,27810402,44721286,62.20%,0.622,145622531,0
640,MMETSP1386,SRR1300437,Chlorophyta,25906174,25901408,99.98,12696,201,19890,22175178,1746.62713,0,7760,40,10096,76.58867,909,1752,2581,3674,6001,0.62178,0.0057,0.00107,2.29114,0.25423,25901408,25193384,0.97266,24029254,0.92772,1164130,9312,1783655,0.08043,4618,0.36374,1029,0.08105,3567,0.28095,1027,0.08089,0.44617,0.62506,0.3912,2109,2109,0.90944,0.23985,1639,0.1864,844,0.09599,789,0.08973,732,0.08325,711,0.08086,692,0.0787,0.08769,254,23,26,303,0.838283828,193,21,20,234,0.824786325,3394779,15382369,51807204,29.70%,0.297,59094474,0
641,MMETSP1387,SRR1300438,Chlorophyta,24544932,24539672,99.98,13796,201,14470,21218673,1538.03081,0,7817,25,10739,78.67872,795,1514,2250,3185,5088,0.63627,0.00668,0.00246,2.30687,0.22763,24539672,23774192,0.96881,22660490,0.92342,1113702,10229,1465566,0.06907,4665,0.33814,949,0.06879,3562,0.25819,1144,0.08292,0.46206,0.59502,0.20359,12537,12537,0.90874,1.324,8523,0.9001,4455,0.47048,4053,0.42803,3610,0.38124,3450,0.36435,3195,0.33742,0.46391,263,17,23,303,0.867986799,195,17,22,234,0.833333333,16188724,15117709,49083373,30.80%,0.308,60090969,0
642,MMETSP1388,SRR1300439,Haptophyta,24044582,23337998,97.06,51823,201,12941,39943553,770.76883,0,13091,3,29458,87.62417,357,707,1048,1490,2380,0.68249,0.00837,0.00261,2.35455,0.13322,23337998,21621000,0.92643,18919904,0.81069,2701096,32241,1549998,0.0388,17814,0.34375,2274,0.04388,25200,0.48627,3257,0.06285,0.35269,0.48494,0.33573,42094,42094,0.81226,1.10727,31426,0.82665,16303,0.42885,15131,0.39802,13480,0.35459,12790,0.33644,11597,0.30506,0.43993,224,50,29,303,0.739273927,159,42,33,234,0.679487179,33899360,23800277,47380052,50.20%,0.502,105280501,0
643,MMETSP1389,SRR1300440,Unknown,20548558,19941435,97.05,54048,201,12789,26274396,486.13077,0,4179,2,16731,87.83364,248,381,573,858,1454,0.58891,0.0138,0.01083,2.0524,0.10002,19941435,16267227,0.81575,11314144,0.56737,4953083,28981,1053765,0.04011,22036,0.40771,2388,0.04418,36586,0.67692,2994,0.0554,0.1482,0.24533,0.34545,32218,32218,0.5961,1.10532,22801,0.78225,11615,0.39848,10696,0.36695,9039,0.31011,8232,0.28242,7039,0.24149,0.40401,136,96,71,303,0.448844884,86,49,99,234,0.367521368,18586005,16879895,40488540,41.70%,0.417,108805628,0
644,MMETSP1390,SRR1300441,Chlorophyta,21876061,21851281,99.89,253,201,3763,289424,1143.96838,0,128,0,189,88.29054,599,1133,1449,1916,2997,0.6002,-0.00834,-0.0041,2.40514,0.20258,21851281,259641,0.01188,233978,0.01071,25663,62,7429,0.02567,65,0.25692,13,0.05138,53,0.20949,13,0.05138,0.00566,0.00738,0.23816,237,237,0.93676,0.02321,206,0.02018,97,0.0095,94,0.00921,87,0.00852,85,0.00833,82,0.00803,0.0068,8,1,294,303,0.02640264,5,0,229,234,0.021367521,295262,15374537,43723435,35.20%,0.352,58018499,0
645,MMETSP1391,SRR1294458,Chlorophyta,19958785,19950443,99.96,38192,201,9485,28868372,755.87484,0,8950,0,15829,77.72132,307,670,1187,1856,3131,0.62685,0.01766,0.00616,1.99718,0.1311,19950443,18784816,0.94157,16736874,0.83892,2047942,19384,680510,0.02357,11242,0.29435,799,0.02092,28956,0.75817,944,0.02472,0.39734,0.52076,0.52812,21691,21691,0.56795,1.16625,17005,0.9143,8751,0.47051,8128,0.43701,7339,0.39459,7081,0.38072,6784,0.36475,0.45606,241,48,14,303,0.795379538,167,33,34,234,0.713675214,29739857,14785329,39907578,37.00%,0.37,71092468,0
646,MMETSP1392,SRR1294459,Chlorophyta,32086010,32070325,99.95,40748,201,9627,35267581,865.50459,0,11781,0,16578,68.54147,344,833,1443,2125,3362,0.56952,0.0182,0.00242,1.7599,0.15368,32070325,30208921,0.94196,27450905,0.85596,2758016,21085,1440744,0.04085,12745,0.31278,1799,0.04415,27346,0.6711,1750,0.04295,0.4021,0.48208,0.41059,1580,1580,0.75167,0.0682,1031,0.0445,542,0.0234,483,0.02085,402,0.01735,382,0.01649,338,0.01459,0.02115,250,40,13,303,0.825082508,182,31,21,234,0.777777778,1359545,19421789,64150928,30.30%,0.303,83142786,0
647,MMETSP1393,SRR1300442,Chlorophyta,6039816,5865096,97.11,16326,201,13085,12800890,784.08,0,3865,4,7899,88.07479,315,702,1226,1974,3448,0.62353,0.00891,0.0038,2.27412,0.13796,5865096,5423500,0.92471,4576051,0.78022,847449,7055,526128,0.0411,5443,0.33339,454,0.02781,12568,0.76982,457,0.02799,0.34747,0.44934,0.47809,8939,8939,0.54753,1.1588,7042,0.91289,3679,0.47693,3480,0.45113,3210,0.41613,3130,0.40576,3011,0.39033,0.46208,170,62,71,303,0.561056106,138,32,64,234,0.58974359,11243326,6038307,11904706,50.70%,0.507,30243158,0
648,MMETSP1394,SRR1300451,Bacillariophyta,13221196,13213324,99.94,29588,201,10373,25028513,845.9008,0,8443,1,14630,81.95908,350,803,1294,1934,3206,0.41961,0.00931,0.01013,1.73303,0.15803,13213324,12419741,0.93994,11094898,0.83968,1324843,16685,561740,0.02244,8548,0.2889,702,0.02373,19732,0.66689,1609,0.05438,0.40088,0.46002,0.34294,654,654,0.63188,0.04163,540,0.03437,272,0.01731,258,0.01642,234,0.01489,227,0.01445,215,0.01368,0.01738,213,51,39,303,0.702970297,181,23,30,234,0.773504274,841200,13030919,26434425,49.30%,0.493,57925254,0
